Name,Address,City,Region,Country
Bert's Market Place,2727 Russell Street,Detroit,Michigan,USA
Bert's Place,126 W. Jefferson Avenue,Detroit,Michigan,USA
Best Buy Theater,1515 Broadway,NYC,New York,USA
Beverly Theatre,9404 Wilshire Boulevard,Beverly Hills,California,USA
BGSU Memorial Hall,Bowling Green State University,Bowling Green,Ohio,USA
Bibby's Inn,330 Natural Bridges Drive,Santa Cruz,California,USA
Bicentennial Center,800 The Midway,Salina,Kansas,USA
Bicentennial Park,1075 Biscayne Boulevard,Miami,Florida,USA
Biddy Mulligan's,7644 N. Sheridan Road,Chicago,Illinois,USA
Big Apple Recording,112 Greene Street,NYC,New York,USA
Big Bear Arena,2 Ice Circle Chi Mukwa,Sault Ste. Marie,Michigan,USA
Big Beat,215 N. Main Street,Ann Arbor,Michigan,USA
Big Beaver Tavern,645 Big Beaver Road,Troy,Michigan,USA
Big Daddy's Den,107 W. Michigan Avenue,Saline,Michigan,USA
Big Fish,700 Town Center Drive,Dearborn,Michigan,USA
Big Man's West,Monmouth Street,Red Bank,New Jersey,USA
Big Sandy Superstore Arena,1 Civic Center Plaza,Huntington,West Virginia,USA
Big Steel Ballroom,635 S. Main Street,Ann Arbor,Michigan,USA
Big Surf,1500 N. McClintock Drive,Tempe,Arizona,USA
Biggs Army Airfield,Fort Bliss,El Paso,Texas,USA
Bijou Café,1409 Lombard Street,Philadelphia,Pennsylvania,USA
Bijou Theater,45 Michigan Avenue W,Battle Creek,Michigan,USA
Bijou Theatre,423 Fourth Avenue N,Nashville,Tennessee,USA
Bikini A Go Go,1655 Peachtree Road NE,Atlanta,Georgia,USA
Bill Golling Pontiac,1200 S. Lapeer Road,Oxford,Michigan,USA
Bill's Place,100 W. 72nd Street,NYC,New York,USA
Billboard,170 Russell Street,Melbourne,Victoria,Australia
Billy Berg's,1356 N. Vine Street,Hollywood,California,USA
Billy Finns,521 E. Michigan Avenue,Kalamazoo,Michigan,USA
Billy's Lounge,1437 Wealthy SE,Grand Rapids,Michigan,USA
Bimbo's,327 E. Michigan Avenue,Ypsilanti,Michigan,USA
Bimbo's (AA),114 E. Washington Street,Ann Arbor,Michigan,USA
Bimbo's 365 Club,1025 Columbus Avenue,San Francisco,California,USA
Bimbo's Detroit,18300 Woodward Avenue,Detroit,Michigan,USA
Bimhuis,Oude Schans 73-77,Amsterdam,,Netherlands
Bingley Hall,1 Hockley Circus,Birmingham,West Midlands,England
Birch Run Expo Center,11600 S. Beyer Road,Birch Run,Michigan,USA
Bird of Paradise,207 S. Ashley Street,Ann Arbor,Michigan,USA
Birdland,1678 Broadway,NYC,New York,USA
Birdland Jazzclub,Gärtnerstraße 122,Hamburg,,Germany
Birdland Supper Club,2940 Woodward Avenue,Detroit,Michigan,USA
Birmingham Academy,52-54 Dale End,Birmingham,West Midlands,England
Birmingham Community House,380 S. Bates Street,Birmingham,Michigan,USA
Birmingham Hippodrome,Hurst Street,Birmingham,West Midlands,England
Birmingham Municipal Auditorium,1930 Eighth Avenue N,Birmingham,Alabama,USA
Birmingham Music,378 S. Hunter Boulevard,Birmingham,Michigan,USA
Birmingham Odeon,139 New Street,Birmingham,West Midlands,England
Birmingham Palladium,136 Brownell,Birmingham,Michigan,USA
Birmingham Tavern,575 S. Hunter Boulevard,Birmingham,Michigan,USA
Birmingham Temple,28611 W. 12 Mile Road,Farmington Hills,Michigan,USA
Birmingham Theater,211 S. Old Woodward Avenue,Birmingham,Michigan,USA
Birmingham Town Hall,Victoria Square,Birmingham,West Midlands,England
Birmingham Unitarian Church,38651 Woodward Avenue,Bloomfield Hills,Michigan,USA
Birmingham/Bloomfield Teen Center,136 Brownell,Birmingham,Michigan,USA
Birmingham–Jefferson Civic Center,2100 Richard Arrington Jr. Boulevard N,Birmingham,Alabama,USA
Bishop Inn,6201 Bishop Road,Lansing,Michigan,USA
Bismarck Civic Center,315 S. Fifth Street,Bismarck,North Dakota,USA
Bitter End,147 Bleecker Street,NYC,New York,USA
Bizerte Bar,9006 Oakland Avenue,Detroit,Michigan,USA
Black Boot,16440 Common Road,Roseville,Michigan,USA
Black Cat,404 E. Fourth Street,Royal Oak,Michigan,USA
Black Dome,Calhoun & Vine,Cincinnati,Ohio,USA
Black Market Reggae Café,745 Beaubien Street,Detroit,Michigan,USA
Black Orchid,14355 Livernois Avenue,Detroit,Michigan,USA
Black Sheep Repertory Theatre,104 E. Main Street,Manchester,Michigan,USA
Black Spot,1200 Academy Street,Kalamazoo,Michigan,USA
Black Stallion Club,2003 State Street,Bettendorf,Iowa,USA
Blackpool Opera House,97 Church Street,Blackpool,Lancashire,England
Blackstone Bar,212 W. Michigan Street,Mount Pleasant,Michigan,USA
Blair Kelly Hall,4437 Richfield Road,Flint,Michigan,USA
Blaisdell Arena,777 Ward Avenue,Honolulu,Hawaii,USA
Blanchard Millpond Park,11178 W. Blanchard Road,Blanchard,Michigan,USA
Bleu Room,1540 Woodward Avenue,Detroit,Michigan,USA
Blighty's,Chapel Street,Farnworth,North West England,England
Blind Pig,208 S. First Street,Ann Arbor,Michigan,USA
Blockbuster Pavilion,2575 Glen Helen Parkway,Devore,California,USA
Blockbuster-Sony Music Entertainment Centre,1 Harbour Boulevard,Camden,New Jersey,USA
Blondies,21139 W. 7 Mile Road,Detroit,Michigan,USA
Blondies (2),2281 W. Fort Street,Detroit,Michigan,USA
Bloomfield Bridge Tavern,4412 Liberty Avenue,Pittsburgh,Pennsylvania,USA
Bloomfield Township Library,1099 Lone Pine Road,Bloomfield Hills,Michigan,USA
Blossom Music Center,1145 W. Steels Corners Road,Cuyahoga Falls,Ohio,USA
Blue Bird Inn,5021 Tireman Street,Detroit,Michigan,USA
Blue Café,210 The Promenade N,Long Beach,California,USA
Blue Chip Lounge,13301 W. McNichols Road,Detroit,Michigan,USA
Blue Coyote,113 Pere Marquette,Lansing,Michigan,USA
Blue Dahlia Lounge,6255 W. Fort Street,Detroit,Michigan,USA
Blue Flamingo,617 Red River Street,Austin,Texas,USA
Blue Frogge,611 Church Street,Ann Arbor,Michigan,USA
Blue Goose Inn,28911 Jefferson Avenue,St. Clair Shores,Michigan,USA
Blue Knight,,Midland,Michigan,USA
Blue Lake Fine Arts Camp,,Twin Lake,Michigan,USA
Blue Lamp Lounge,1400 Alhambra Boulevard,Sacramento,California,USA
Blue Lantern Ballroom,6323 Island Lake Drive,Brighton,Michigan,USA
Blue Moon Ballroom,1500 Larkin Avenue,Elgin,Illinois,USA
Blue Note (Chicago),56 W. Madison Street,Chicago,Illinois,USA
Blue Note (MO),17 N. Ninth Street,Columbia,Missouri,USA
Blue Note (Philly),1502 Ridge Avenue,Philadelphia,Pennsylvania,USA
Blue Note Jazz Basement,147a King Street,Sydney,New South Wales,Australia
Blue Note NYC,131 W. Third Street,NYC,New York,USA
Blue Note Tokyo,6 Chrome-3-16 Minamiaoyama,Tokyo,Minato,Japan
Blue Onion Club,Lindsay Street,Norman,Oklahoma,USA
Blue Parrot,29121 Northwestern Highway,Southfield,Michigan,USA
Blues Alley,1073 Wisconsin Avenue NW,Washington,District of Columbia,USA
Blues Unlimited,11003 Kercheval Avenue,Detroit,Michigan,USA
BMG Recording Studios,W. 44th Street,NYC,New York,USA
BMO Harris Bank Center,300 Elm Street,Rockford,Illinois,USA
Bo's Brewery Bistro,51 N. Saginaw Street,Pontiac,Michigan,USA
Boarding House,960 Bush Street,San Francisco,California,USA
Boardwalk Hall,2301 Boardwalk,Atlantic City,New Jersey,USA
Boat Town Café,39539 Jefferson Avenue,Harrison Township,Michigan,USA
Bob Marley Centre,,Montego Bay,St. James,Jamaica
Bobbies English Pub,30100 Telegraph Road,Bingham Farms,Michigan,USA
Bobbies Lounge,15414 Telegraph Road,Redford,Michigan,USA
Bobby Moore's Blind Fish,24937 W. Jefferson Avenue,St. Clair Shores,Michigan,USA
Böblingen Sporthalle,Stettiner Straße 51,Böblingen,Baden-Württemberg,Germany
Boblo Cruise,JLA Boblo Dock,Detroit,Michigan,USA
Boblo Island,Detroit River,Amherstburg,Ontario,Canada
Bodega,30 S. Central Avenue,Campbell,California,USA
Bogart's,26355 Michigan Avenue,Inkster,Michigan,USA
Bogart's (OH),2621 Vine Street,Cincinnati,Ohio,USA
Bogey's,142 E. Walled Lake Road,Walled Lake,Michigan,USA
Bohager's,515 S. Eden Street,Baltimore,Maryland,USA
Bohemian Club,1901 Riopelle Street,Detroit,Michigan,USA
Bohemian Club,3626 Woodward Avenue,Detroit,Michigan,USA
Bohemian National Home,3009 Tillman Street,Detroit,Michigan,USA
Bomacs Lounge,281 Gratiot Avenue,Detroit,Michigan,USA
Bombay Rock,1 Phoenix Street,Brunswick,Victoria,Australia
Bonham Exchange,411 Bonham,San Antonio,Texas,USA
Bonneville Raceway Park,3270 W 22nd S,Salt Lake City,Utah,USA
Bonnie & Clyde,316 E. Michigan Avenue,Lansing,Michigan,USA
Bonnie Brook,19990 Shiawassee Drive,Detroit,Michigan,USA
Boogie Down Lounge,9933 Greenfield Road,Detroit,Michigan,USA
Boogie Hill,County Road 43,Tiffin,Ohio,USA
Book Building,1249 Washington Boulevard,Detroit,Michigan,USA
Book-Cadillac,1114 Washington Boulevard,Detroit,Michigan,USA
Booker T. Theater,1020 Holbrook Street,Detroit,Michigan,USA
Bookie's,24200 Dequindre Road,Warren,Michigan,USA
Bookie's Club 870,870 W. McNichols Road,Detroit,Michigan,USA
Bookie's Rebirth,870 W. McNichols Road,Detroit,Michigan,USA
Bookies Tavern,1265 Washington Boulevard,Detroit,Michigan,USA
Boomba Pub,16050 W. Warren Avenue,Detroit,Michigan,USA
Boomer's,340 Bleecker Street,Greenwich Village,New York,USA
Boomers,16006 Southfield Road,Allen Park,Michigan,USA
Bootleggers,5910 S. Pennsylvania Avenue,Lansing,Michigan,USA
Bop City,1619 Broadway,NYC,New York,USA
Borders @ the Compuware Atrium,1 Campus Martius,Detroit,Michigan,USA
Borders Books,5601 Mercury Drive,Dearborn,Michigan,USA
Borders Books,45290 Utica Park Boulevard,Utica,Michigan,USA
Borders Books,34300 Woodward Avenue,Birmingham,Michigan,USA
Borders Books (AA),612 E. Liberty Street,Ann Arbor,Michigan,USA
Borough of York Stadium,Rogers & Weston Roads,Toronto,Ontario,Canada
Bosse High School,1300 Washington Avenue,Evansville,Indiana,USA
Boston Common,Charles & Boylston Streets,Boston,Massachusetts,USA
Boston Garden,150 Causeway Street,Boston,Massachusetts,USA
Boston Music Hall,252-272 Tremont Street,Boston,Massachusetts,USA
Boston Music Room,178 Junction Road,London,Tufnell Park,England
Boston Opera House,539 Washington Street,Boston,Massachusetts,USA
Boston Rathskeller,528 Commonwealth Avenue,Boston,Massachusetts,USA
Boston Symphony Hall,301 Massachusetts Avenue,Boston,Massachusetts,USA
Boston Tea Party (1),53 Berkeley Street,Boston,Massachusetts,USA
Boston Tea Party (2),15 Lansdowne Street,Boston,Massachusetts,USA
Boston's,910 N. McClintock Drive,Tempe,Arizona,USA
Both/And,350 Divisadero Street,San Francisco,California,USA
Botsford Inn,28000 Grand River Avenue,Farmington Hills,Michigan,USA
Bottle Rocket,513 Jefferson Avenue,Toledo,Ohio,USA
Bottom Line,15 W. Fourth Street,NYC,New York,USA
Bottom Lounge,3206 N. Wilton Avenue,Chicago,Illinois,USA
Bottom of the Hill,1233 17th Street,San Francisco,California,USA
Bouche Cocktail Lounge,8350 Second Boulevard,Detroit,Michigan,USA
Boulders,1020 Ann Arbor Road,Plymouth,Michigan,USA
Bourbon Rocks,508 E. Sixth Street,Austin,Texas,USA
Bourbon Theatre,1415 O Street,Lincoln,Nebraska,USA
Bournemouth International Centre,Exeter Road,Bournemouth,South West England,England
Bournemouth Village Bowl,Glen Fern Road,Bournemouth,South West England,England
Bournemouth Winter Gardens,,Bournemouth,Dorset,England
Bourse du Travail,205 Place Guichard,Lyon,Rhône-Alpes,France
Boutwell Auditorium,1930 Eighth Avenue N,Birmingham,Alabama,USA
Bovee University Center,Central Michigan University,Mount Pleasant,Michigan,USA
Bowen Field House,221 Bowen Field House,Ypsilanti,Michigan,USA
Bowery Ballroom,6 Delancey Street,NYC,New York,USA
Bowie's,1815 N. Main Street,Royal Oak,Michigan,USA
Bowling Green Show Bar,8417 Livernois Avenue,Detroit,Michigan,USA
Bowsers,340 E. Michigan Avenue,Kalamazoo,Michigan,USA
Boylan Catholic High School,4000 St. Francis Drive,Rockford,Illinois,USA
Boyne Mountain,1 Boyne Mountain Road,Boyne Falls,Michigan,USA
Bradley Center,1001 N. Fourth Street,Milwaukee,Wisconsin,USA
Bradley Park,101-199 Fifth Avenue,Asbury Park,New Jersey,USA
Bradley's,70 University Place,NYC,New York,USA
Brady Theater,105 W. Reconciliation Way,Tulsa,Oklahoma,USA
Brady's,9 Mathew Street,Liverpool,Merseyside,England
Bramham Park,,Leeds,West Yorkshire,England
Brandeis University,415 South Street,Waltham,Massachusetts,USA
Brandt Centre,1700 Elphinstone Street,Regina,Saskatchewan,Canada
Brandywine Club,Routes 1 & 202,Chadds Ford,Pennsylvania,USA
Brandywine Music Box,,Chadds Ford,Pennsylvania,USA
Brannen's Tobacco Warehouse,2461 Louisville Road,Bowling Green,Kentucky,USA
Brass Rail Chop House,20 W. Adams Avenue,Detroit,Michigan,USA
Brassy's,501 N. Orlando Avenue,Cocoa Beach,Florida,USA
Brautigan's,3617 Debby Drive,Montgomery,Alabama,USA
Brazil Coffeehouse,305 S. Main Street,Royal Oak,Michigan,USA
Brazoria County Fairgrounds,901 S. Downing Street,Angleton,Texas,USA
Break Away Studio,Aebischwand 239,Bern,,Switzerland
Brendan Byrne Arena,50 New Jersey Route 120,East Rutherford,New Jersey,USA
Brennan High School,910 Raymo Road,Windsor,Ontario,Canada
Brennan Rock & Roll Academy,900 W. 11th Street,Sioux Falls,South Dakota,USA
Breslin Center,1 Birch Road,East Lansing,Michigan,USA
Brevard Community College,1519 Clearlake Road,Cocoa,Florida,USA
Brevoort Theatre,1272 Bedford Avenue,Brooklyn,New York,USA
Brewer's Tavern,34802 Gratiot Avenue,Clinton Township,Michigan,USA
Brewery District Pavilion,471 S. Front Street,Columbus,Ohio,USA
Brewski's,16423 E. Warren Avenue,Detroit,Michigan,USA
Briarmoor Ballroom,3116 Woodward Avenue,Detroit,Michigan,USA
Briarwood Mall,100 Briarwood Circle,Ann Arbor,Michigan,USA
Bricks,589 W. 200 S,Salt Lake City,Utah,USA
Bridgestone Arena,501 Broadway,Nashville,Tennessee,USA
Briggs Stadium,2121 Trumbull Avenue,Detroit,Michigan,USA
Brighton Center for the Performing Arts,7878 Brighton Road,Brighton,Michigan,USA
Brighton Centre,Kings Road,Brighton,South East England,England
Brighton Dome,Church Street,Brighton,East Sussex,England
Brisbane Entertainment Centre,Melaleuca Drive,Boondall,Queensland,Australia
Brisbane Festival Hall,Charlotte Street,Brisbane,Queensland,Australia
Brixton Academy,211 Stockwell Road,Brixton,London,England
Broad's Grill,8825 Oakland Avenue,Detroit,Michigan,USA
Broadbent Arena,937 Phillips Lane,Louisville,Kentucky,USA
Broadway Park,49440 Ryan Road,Shelby Township,Michigan,USA
Broadway Theatre,216 E. Broadway Street,Mount Pleasant,Michigan,USA
Broadway-Capitol Theater,1526 Broadway Street,Detroit,Michigan,USA
Broadways,120 N. Lexington Avenue,Asheville,North Carolina,USA
Broken City,613 11 Avenue SW,Calgary,Alberta,Canada
Bronco Bowl,2600 Fort Worth Avenue,Dallas,Texas,USA
Bronson Park,200 S. Rose Street,Kalamazoo,Michigan,USA
Bronx Winter Garden,1874 Washington Avenue,The Bronx,New York,USA
Brooklyn Academy of Music,30 Lafayette Avenue,Brooklyn,New York,USA
Brooklyn Zoo,1414 Sheepshead Bay Road,Brooklyn,New York,USA
Brooks Hall,McAllister Street,San Francisco,California,USA
Broome County Arena,1 Stuart Street,Binghampton,New York,USA
Brother Rice High School,7101 Lahser Road,Bloomfield Hills,Michigan,USA
Brothers III,6600 Allen Road,Allen Park,Michigan,USA
Brown County Arena,1901 S. Oneida Street,Green Bay,Wisconsin,USA
Brown Theatre,315 W. Broadway,Louisville,Kentucky,USA
Brownies,169 Avenue A,NYC,New York,USA
Brunel Rooms,1 Havelock Square,Swindon,South West,England
Brunnsparken,Adolf Mörners Plan,Örebro,Närke,Sweden
Bruno's Lounge,17323 Harper Avenue,Detroit,Michigan,USA
Bryce Jordan Center,720 Curtin Road,State College,Pennsylvania,USA
Bubba's (FL),1624 E. Sunrise Boulevard,Fort Lauderdale,Florida,USA
Bubba's Roadside Inn,G5311 Corunna Road,Flint,Michigan,USA
Buckeye Lake Music Center,7585 Kindle Road,Thornville,Ohio,USA
Buckham Alley Theatre,512 Buckham Alley,Flint,Michigan,USA
Bud Light Amphitheatre - Harveys Lake,31 Lakeside Drive,Harveys Lake,Pennsylvania,USA
Bud Light River Sight & Sounds,,Mount Clemens,Michigan,USA
Buddha Bar,21633 W. Eight Mile Road,Detroit,Michigan,USA
Buddy's Bar-B-Que,6676 Orchard Lake Road,West Bloomfield,Michigan,USA
Buddy's Place,133 W. 33rd Street,NYC,New York,USA
Budokan,2-3 Kitanomarukōen,Tokyo,Chiyoda,Japan
Buffalo Memorial Auditorium,140 Main Street,Buffalo,New York,USA
Buffalo Roadhouse,9933 Greenfield Road,Detroit,Michigan,USA
Buffalo Roadhouse (FL),Buffalo & Armenia Avenues,Tampa,Florida,USA
Buffalo's Outer Harbor,325 Fuhrmann Boulevard,Buffalo,New York,USA
Bug Jar,219 Monroe Avenue,Rochester,New York,USA
Bull Island,,Griffin,Indiana,USA
Bullfrog Lounge,15414 Telegraph Road,Redford,Michigan,USA
Bum Steer,106 S. Lafayette Street,South Lyon,Michigan,USA
Bunches,529 E. Grand River Avenue,East Lansing,Michigan,USA
Bunky's,3 N. Park Street,Madison,Wisconsin,USA
Burchard Park,E Grand River Avenue & Turner Street,Lansing,Michigan,USA
Burl Theater,,Santa Cruz,California,USA
Burlington Building Atrium,315 E. Eisenhower Parkway,Ann Arbor,Michigan,USA
Burlington Memorial Auditorium,250 Main Street,Burlington,Vermont,USA
Burlington Riverfront,,Burlington,Iowa,USA
Burning Spear Lounge,7101 Puritan Street,Detroit,Michigan,USA
Burt's Tiki Lounge,313 Gold Avenue SW,Albuquerque,New Mexico,USA
Burton International School,2001 Martin Luther King Jr Boulevard,Detroit,Michigan,USA
Bus Stop,2757 E. Grand River Avenue,East Lansing,Michigan,USA
Busch Memorial Stadium,250 Stadium Plaza,St. Louis,Missouri,USA
Bush Stadium,1501 W. 16th Street,Indianapolis,Indiana,USA
Bushnell Memorial Theater,166 Capitol Avenue,Hartford,Connecticut,USA
Bushwacker's Saloon,1432 Fort Street,Lincoln Park,Michigan,USA
Buster's Lounge,50935 Van Dyke Avenue,Utica,Michigan,USA
Butch McGuire's,15045 Mack Avenue,Detroit,Michigan,USA
Butch's Beer Emporium,15045 Mack Avenue,Detroit,Michigan,USA
Butova Gymnasium,1000 State Street,Springfield,Massachusetts,USA
Buzz Bar,546 Larned Street,Detroit,Michigan,USA
C Pop Gallery,4160 Woodward Avenue,Detroit,Michigan,USA
C.D.'s,4122 N. East Street,Lansing,Michigan,USA
C.I. Recording Studio,57th Street,NYC,New York,USA
C.I.O. Hall,490 W. Western Avenue,Muskegon,Michigan,USA
C.I.O. Hall,1000 Walnut Avenue,Cleveland,Ohio,USA
C.I.O. Hall - Dayton,313 S. Jefferson Street,Dayton,Ohio,USA
C.P. MacGregor Studios,729 S. Western Avenue,Hollywood,California,USA
C.W. Post Dome Auditorium,,Brookville,New York,USA
Cabaret Metro,3730 N. Clark Street,Chicago,Illinois,USA
Cactus Club,2496 S. Wentworth Avenue,Milwaukee,Wisconsin,USA
Cactus Juice Saloon,3323 N. East Street,Lansing,Michigan,USA
Cadieux Café,4300 Cadieux Road,Detroit,Michigan,USA
Cadillac Club,1115 S. Washington Square,Lansing,Michigan,USA
Cadillac High School Auditorium,421 S. Mitchell Street,Cadillac,Michigan,USA
Caesar's House,623 North Avenue,Millvale,Pennsylvania,USA
Caesars Cascade Showroom,55 Highway 50,Stateline,Nevada,USA
Caesars Windsor,377 Riverside Drive East,Windsor,Ontario,Canada
Café 1923,2287 Holbrook Avenue,Hamtramck,Michigan,USA
Café au Go Go,152 Bleecker Street,Greenwich Village,New York,USA
Café Bohemia,15 Barrow Street,NYC,New York,USA
Cafe Campus,3315 Queen Mary Road,Montreal,Quebec,Canada
Café Detroit,87 W. Palmer Avenue,Detroit,Michigan,USA
Café Du Nord,2174 Market Street,San Francisco,California,USA
Cafe Extraordinaire,2954 Nicollet Avenue,Minneapolis,Minnesota,USA
Café Felix,204 S. Main Street,Ann Arbor,Michigan,USA
Café Fiore,29121 Northwestern Highway,Southfield,Michigan,USA
Café Galerie,19940 Livernois Avenue,Detroit,Michigan,USA
Café Harmonie,1435 Randolph Street,Detroit,Michigan,USA
Café Jazz,,Pori,Satakunta,Finland
Cafe This,122 Fourth Avenue,Santa Rosa,California,USA
Café Village Mummp,3929 Woodward Avenue,Detroit,Michigan,USA
Café Zola,112 W. Washington Street,Ann Arbor,Michigan,USA
Cain's Ballroom,423 N. Main Street,Tulsa,Oklahoma,USA
Caird Hall,Crichton Street,Dundee,City Centre,Scotland
Cal Expo Amphitheatre,1600 Exposition Boulevard,Sacramento,California,USA
Cal State Fullerton,800 N. State College Boulevard,Fullerton,California,USA
Cal State Long Beach,1250 Bellflower Boulevard,Long Beach,California,USA
Calabasas Park Country Club,4515 Park Entrada,Calabasas,California,USA
Calder Plaza,250 Monroe Avenue NW #50,Grand Rapids,Michigan,USA
Caliber Club,,Bay City,Michigan,USA
California Ballroom,Whipsnade Road,Dunstable,Bedfordshire,England
California Mid-State Fair,2198 Riverside Avenue,Paso Robles,California,USA
California's,911 Walker Road,Windsor,Ontario,Canada
Californian Club,1759 W. Santa Barbara,Los Angeles,California,USA
Calihan Hall,4001 W. McNichols Road,Detroit,Michigan,USA
Callahan's,109 S. Main Street,Brooklyn,Michigan,USA
Callahan's Music Hall,2105 South Boulevard,Auburn Hills,Michigan,USA
Calumet Theater,340 6th Street,Calumet,Michigan,USA
Calvin College Fieldhouse,3201 Burton Street SE,Grand Rapids,Michigan,USA
Calvin College Fine Arts Center,1795 Knollcrest Circle SE,Grand Rapids,Michigan,USA
Cambria County War Memorial,326 Napolean Street,Johnstown,Pennsylvania,USA
